Age,SupportCallsLastYear,AverageBill,ChurnIndicator
44,0,103,0.001
31,5,82,0.029
71,0,48,0.002
21,3,37,0.062
23,2,86,0.009
72,0,83,0.005
30,0,50,0.004
75,8,21,0.044
50,0,40,0.007
5,0,70,0.003
5,0,90,0.009
32,0,61,0.011
57,8,22,0.354
52,0,54,0.009
25,1,51,0.009
76,0,23,0.01
19,0,39,0.007
77,2,11,0.121
74,6,67,0.066
69,0,31,0.029
57,2,100,0.006
54,1,21,0.037
34,4,105,0.04
7,3,97,0.001
24,1,18,0.015
16,3,14,0.197
58,4,76,0.06
5,1,50,0.029
55,1,60,0.007
10,0,94,0.002
75,7,22,0.003
26,2,86,0.011
52,9,97,0.015
18,1,24,0.03
3,8,19,0.056
38,1,20,0.011
42,1,44,0.007
54,2,59,0.046
34,1,47,0.017
30,0,55,0.003
18,0,41,0.018
78,2,18,0.201
4,1,79,0.003
40,0,64,0.007
75,6,65,0.071
77,0,40,0.024
60,0,28,0.021
51,2,43,0.017
62,4,90,0.023
64,0,19,0.004
75,9,95,0.072
37,4,40,0.096
17,0,102,0.008
57,0,76,0.01
78,1,43,0.017
10,0,91,0.007
59,1,107,0.011
16,1,74,0.025
53,0,96,0.005
11,5,55,0.064
5,1,54,0.001
52,6,54,0.008
30,1,80,0.002
73,3,37,0.003
67,0,15,0.035
1,3,104,0.032
23,0,64,0.005
20,0,89,0.015
67,0,76,0.009
46,0,17,0.034
8,0,99,0
6,1,60,0.005
55,2,12,0.105
21,1,86,0.002
55,4,37,0.13
67,2,75,0.026
79,0,69,0.008
71,0,28,0.011
75,2,70,0.007
26,10,21,0.316
79,4,21,0.143
53,2,35,0.011
4,1,83,0.006
40,0,80,0.004
32,0,23,0.001
41,5,43,0.134
46,0,50,0.018
57,9,55,0.049
14,10,13,0.655
78,1,91,0.022
65,1,87,0.007
49,6,19,0.007
58,4,108,0.014
79,1,83,0.018
47,1,57,0.008
29,1,76,0.021
36,3,59,0.008
18,3,55,0.011
19,1,67,0.003
75,3,23,0.213
10,1,15,0.008
39,1,87,0.007
29,0,27,0.02
6,1,73,0.011
68,0,79,0.003
44,3,71,0.015
62,6,39,0.017
40,0,73,0.004
8,6,79,0.001
34,5,92,0.056
74,1,58,0.01
5,0,24,0.012
54,5,41,0.008
25,0,61,0.01
34,0,72,0.007
53,0,38,0.001
41,3,53,0.071
21,0,51,0.012
78,6,57,0.041
68,1,23,0.019
65,0,78,0.007
66,0,44,0.003
41,0,73,0.008
7,0,95,0.01
30,0,86,0.009
36,0,49,0.013
70,0,102,0.004
6,1,35,0.047
60,2,47,0.017
13,3,46,0.02
71,0,68,0.005
37,1,19,0.039
71,0,48,0.001
11,0,93,0.007
15,0,98,0.004
68,0,75,0.007
1,0,87,0.001
78,6,47,0.143
40,5,47,0.076
28,0,58,0.001
27,9,11,0.477
76,1,108,0.009
16,4,21,0.111
54,6,62,0.108
29,0,93,0.002
78,0,38,0
64,1,19,0.064
19,0,63,0.007
75,0,106,0.001
54,6,64,0.06
12,9,19,0.041
47,0,56,0.012
58,0,39,0.028
37,0,81,0.006
25,5,109,0.006
39,5,76,0.097
55,1,86,0.013
37,2,68,0.031
22,0,53,0.005
79,4,86,0.036
